Date,high
2022-10-11,5.730000019073486
2022-10-12,5.460000038146973
2022-10-13,5.425000190734863
2022-10-14,5.429999828338623
2022-10-17,5.150000095367432
2022-10-18,5.340000152587891
2022-10-19,4.965000152587891
2022-10-20,4.894999980926514
2022-10-21,4.824999809265137
2022-10-24,4.880000114440918
2022-10-25,4.940000057220459
2022-10-26,4.920000076293945
2022-10-27,4.920000076293945
2022-10-28,5.139999866485596
2022-10-31,5.28000020980835
2022-11-01,5.449999809265137
2022-11-02,5.429999828338623
2022-11-03,5.295000076293945
2022-11-04,5.320000171661377
2022-11-07,5.449999809265137
2022-11-08,5.570000171661377
2022-11-09,5.420000076293945
2022-11-10,5.53000020980835
2022-11-11,5.664999961853027
2022-11-14,5.460000038146973
2022-11-15,5.690000057220459
2022-11-16,5.639999866485596
2022-11-17,5.510000228881836
2022-11-18,5.230000019073486
2022-11-21,5.119999885559082
2022-11-22,5.25
2022-11-23,5.440000057220459
2022-11-25,5.449999809265137
2022-11-28,5.40500020980835
2022-11-29,5.275000095367432
2022-11-30,5.409999847412109
2022-12-01,5.769999980926514
2022-12-02,5.809999942779541
2022-12-05,5.804999828338623
2022-12-06,5.315000057220459
2022-12-07,5.389999866485596
2022-12-08,5.445000171661377
2022-12-09,5.375
2022-12-12,5.369999885559082
2022-12-13,5.599999904632568
2022-12-14,5.340000152587891
2022-12-15,5.650000095367432
2022-12-16,5.510000228881836
2022-12-19,5.150000095367432
2022-12-20,5.03000020980835
2022-12-21,4.885000228881836
2022-12-22,4.764999866485596
2022-12-23,4.534999847412109
2022-12-27,4.5
2022-12-28,4.369999885559082
2022-12-29,4.440000057220459
2022-12-30,4.409999847412109
2023-01-03,4.71999979019165
2023-01-04,4.570000171661377
2023-01-05,4.795000076293945
2023-01-06,4.933000087738037
2023-01-09,4.965000152587891
2023-01-10,5.025000095367432
2023-01-11,5.099999904632568
2023-01-12,5.09499979019165
2023-01-13,5.170000076293945
2023-01-17,5.159999847412109
2023-01-18,5.150000095367432
2023-01-19,4.949999809265137
2023-01-20,4.934999942779541
2023-01-23,4.980000019073486
2023-01-24,4.820000171661377
2023-01-25,4.84499979019165
2023-01-26,4.96999979019165
2023-01-27,4.914999961853027
2023-01-30,4.860000133514404
2023-01-31,4.974999904632568
2023-02-01,4.96999979019165
2023-02-02,5.179999828338623
2023-02-03,5.099999904632568
2023-02-06,4.960000038146973
2023-02-07,4.800000190734863
2023-02-08,4.789999961853027
2023-02-09,4.760000228881836
2023-02-10,4.579999923706055
2023-02-13,4.599999904632568
2023-02-14,4.639999866485596
2023-02-15,4.880000114440918
2023-02-16,4.809999942779541
2023-02-17,4.739999771118164
2023-02-21,4.820000171661377
2023-02-22,4.75
2023-02-23,4.829999923706055
2023-02-24,4.679999828338623
2023-02-27,4.789999961853027
2023-02-28,4.659999847412109
2023-03-01,4.650000095367432
2023-03-02,4.510000228881836
2023-03-03,4.650000095367432
2023-03-06,4.670000076293945
2023-03-07,4.599999904632568
2023-03-08,4.579999923706055
2023-03-09,4.550000190734863
2023-03-10,4.21999979019165
2023-03-13,4.184999942779541
2023-03-14,4.190000057220459
2023-03-15,4.03000020980835
2023-03-16,4.045000076293945
2023-03-17,3.9800000190734863
2023-03-20,3.9100000858306885
2023-03-21,3.5399999618530273
2023-03-22,3.4800000190734863
2023-03-23,3.549999952316284
2023-03-24,3.559999942779541
2023-03-27,3.509999990463257
2023-03-28,3.424999952316284
2023-03-29,3.565000057220459
2023-03-30,4.060999870300293
2023-03-31,4.0
2023-04-03,3.9100000858306885
2023-04-04,3.740000009536743
2023-04-05,3.700000047683716
2023-04-06,4.179999828338623
2023-04-10,4.179999828338623
2023-04-11,4.300000190734863
2023-04-12,4.275000095367432
2023-04-13,4.409999847412109
2023-04-14,4.349999904632568
2023-04-17,4.489999771118164
2023-04-18,4.5
2023-04-19,4.309999942779541
2023-04-20,4.289999961853027
2023-04-21,4.199999809265137
2023-04-24,4.125
2023-04-25,4.045000076293945
2023-04-26,4.039999961853027
2023-04-27,4.0
2023-04-28,4.099999904632568
2023-05-01,4.110000133514404
2023-05-02,4.079999923706055
2023-05-03,4.019999980926514
2023-05-04,3.9200000762939453
2023-05-05,3.950000047683716
2023-05-08,3.9600000381469727
2023-05-09,3.9649999141693115
2023-05-10,4.150000095367432
2023-05-11,4.204999923706055
2023-05-12,4.199999809265137
2023-05-15,4.230000019073486
2023-05-16,4.184999942779541
2023-05-17,4.190000057220459
2023-05-18,4.269999980926514
2023-05-19,4.320000171661377
2023-05-22,4.360000133514404
2023-05-23,4.510000228881836
2023-05-24,4.369999885559082
2023-05-25,4.5
2023-05-26,4.360000133514404
2023-05-30,4.449999809265137
2023-05-31,4.599999904632568
2023-06-01,4.65500020980835
2023-06-02,4.748000144958496
2023-06-05,4.78000020980835
2023-06-06,4.860000133514404
2023-06-07,5.0
2023-06-08,4.980000019073486
2023-06-09,4.050000190734863
2023-06-12,3.688999891281128
2023-06-13,3.6700000762939453
2023-06-14,3.5950000286102295
2023-06-15,3.515000104904175
2023-06-16,3.5850000381469727
2023-06-20,3.380000114440918
2023-06-21,3.2200000286102295
2023-06-22,3.2100000381469727
2023-06-23,3.1500000953674316
2023-06-26,3.140000104904175
2023-06-27,3.0850000381469727
2023-06-28,3.140000104904175
2023-06-29,3.180000066757202
2023-06-30,3.2790000438690186
2023-07-03,3.299999952316284
2023-07-05,3.259999990463257
2023-07-06,3.299999952316284
2023-07-07,3.2699999809265137
2023-07-10,3.3499999046325684
2023-07-11,3.440000057220459
2023-07-12,3.5
2023-07-13,3.5399999618530273
2023-07-14,3.5799999237060547
2023-07-17,3.450000047683716
2023-07-18,3.565000057220459
2023-07-19,3.5999999046325684
2023-07-20,3.4600000381469727
2023-07-21,3.4000000953674316
2023-07-24,3.380000114440918
2023-07-25,3.380000114440918
2023-07-26,3.4200000762939453
2023-07-27,3.4800000190734863
2023-07-28,3.4800000190734863
2023-07-31,3.75
2023-08-01,3.7699999809265137
2023-08-02,3.6700000762939453
2023-08-03,3.4700000286102295
2023-08-04,3.509999990463257
2023-08-07,3.4100000858306885
2023-08-08,3.4700000286102295
2023-08-09,3.4600000381469727
2023-08-10,3.5399999618530273
2023-08-11,3.5199999809265137
2023-08-14,3.5199999809265137
2023-08-15,3.5
2023-08-16,3.390000104904175
2023-08-17,3.390000104904175
2023-08-18,3.319999933242798
2023-08-21,3.2799999713897705
2023-08-22,3.240000009536743
2023-08-23,3.299999952316284
2023-08-24,3.299999952316284
2023-08-25,3.180000066757202
2023-08-28,3.180000066757202
2023-08-29,3.319999933242798
2023-08-30,3.3299999237060547
2023-08-31,3.369999885559082
2023-09-01,3.3399999141693115
2023-09-05,3.3499999046325684
2023-09-06,3.319999933242798
2023-09-07,3.1500000953674316
2023-09-08,2.9000000953674316
2023-09-11,2.859999895095825
2023-09-12,2.934999942779541
2023-09-13,2.930000066757202
2023-09-14,2.8299999237060547
2023-09-15,2.8299999237060547
2023-09-18,2.799999952316284
2023-09-19,2.7200000286102295
2023-09-20,2.8399999141693115
2023-09-21,2.7300000190734863
2023-09-22,2.7149999141693115
2023-09-25,2.609999895095825
2023-09-26,2.569999933242798
2023-09-27,2.5299999713897705
2023-09-28,2.6050000190734863
2023-09-29,2.680000066757202
2023-10-02,2.6600000858306885
2023-10-03,2.569999933242798
2023-10-04,2.609999895095825
2023-10-05,2.619999885559082
2023-10-06,2.630000114440918
2023-10-09,2.609999895095825
2023-10-10,2.690000057220459
2023-10-11,2.6500000953674316
2023-10-12,2.4649999141693115
2023-10-13,2.309999942779541
2023-10-16,2.2899999618530273
2023-10-17,2.430000066757202
2023-10-18,2.4000000953674316
2023-10-19,2.2750000953674316
2023-10-20,2.2049999237060547
2023-10-23,2.1649999618530273
2023-10-24,2.200000047683716
2023-10-25,2.180000066757202
2023-10-26,2.1600000858306885
2023-10-27,2.1500000953674316
2023-10-30,2.1700000762939453
2023-10-31,2.2200000286102295
2023-11-01,2.200000047683716
2023-11-02,2.2699999809265137
2023-11-03,2.359999895095825
2023-11-06,2.299999952316284
2023-11-07,2.359999895095825
2023-11-08,2.3299999237060547
2023-11-09,2.2300000190734863
2023-11-10,2.190000057220459
2023-11-13,2.259999990463257
2023-11-14,2.440000057220459
2023-11-15,2.549999952316284
2023-11-16,2.368000030517578
2023-11-17,2.4000000953674316
2023-11-20,2.444999933242798
2023-11-21,2.450000047683716
2023-11-22,2.430000066757202
2023-11-24,2.4700000286102295
2023-11-27,2.509999990463257
2023-11-28,2.4800000190734863
2023-11-29,2.559999942779541
2023-11-30,2.490000009536743
2023-12-01,2.5399999618530273
2023-12-04,2.569999933242798
2023-12-05,2.5980000495910645
2023-12-06,2.6600000858306885
2023-12-07,2.5899999141693115
2023-12-08,2.559999942779541
2023-12-11,2.4600000381469727
2023-12-12,2.380000114440918
2023-12-13,2.450000047683716
2023-12-14,2.6050000190734863
2023-12-15,2.569999933242798
2023-12-18,2.559999942779541
2023-12-19,2.5
2023-12-20,2.4600000381469727
2023-12-21,2.4100000858306885
2023-12-22,2.4800000190734863
2023-12-26,2.4600000381469727
2023-12-27,2.4800000190734863
2023-12-28,2.569999933242798
2023-12-29,2.569999933242798
2024-01-02,2.5199999809265137
2024-01-03,2.4000000953674316
2024-01-04,2.365000009536743
2024-01-05,2.3499999046325684
2024-01-08,2.359999895095825
2024-01-09,2.299999952316284
2024-01-10,2.3299999237060547
2024-01-11,2.2699999809265137
2024-01-12,2.259999990463257
2024-01-16,2.2100000381469727
2024-01-17,2.0799999237060547
2024-01-18,2.109999895095825
2024-01-19,2.115000009536743
2024-01-22,2.2899999618530273
2024-01-23,2.3299999237060547
2024-01-24,2.430000066757202
2024-01-25,2.3380000591278076
2024-01-26,2.3399999141693115
2024-01-29,2.4600000381469727
2024-01-30,2.427999973297119
2024-01-31,2.4000000953674316
2024-02-01,2.359999895095825
2024-02-02,2.2799999713897705
2024-02-05,2.2100000381469727
2024-02-06,2.200000047683716
2024-02-07,2.2200000286102295
2024-02-08,2.240000009536743
2024-02-09,2.325000047683716
2024-02-12,2.4200000762939453
2024-02-13,2.2899999618530273
2024-02-14,2.259999990463257
2024-02-15,2.3399999141693115
2024-02-16,2.2799999713897705
2024-02-20,2.2699999809265137
2024-02-21,2.200000047683716
2024-02-22,2.190000057220459
2024-02-23,2.200000047683716
2024-02-26,2.2200000286102295
2024-02-27,2.2699999809265137
2024-02-28,2.2100000381469727
2024-02-29,2.240000009536743
2024-03-01,2.259999990463257
2024-03-04,2.2799999713897705
2024-03-05,2.2300000190734863
2024-03-06,2.2300000190734863
2024-03-07,2.240000009536743
2024-03-08,2.359999895095825
2024-03-11,2.299999952316284
2024-03-12,2.200000047683716
2024-03-13,2.2300000190734863
2024-03-14,2.190000057220459
2024-03-15,2.2300000190734863
2024-03-18,2.240000009536743
2024-03-19,2.4000000953674316
2024-03-20,2.450000047683716
2024-03-21,2.4800000190734863
2024-03-22,2.4749999046325684
2024-03-25,2.5399999618530273
2024-03-26,2.5999999046325684
2024-03-27,2.559999942779541
2024-03-28,2.6700000762939453
2024-04-01,2.569999933242798
2024-04-02,2.25
2024-04-03,2.2100000381469727
2024-04-04,2.174999952316284
2024-04-05,2.0999999046325684
2024-04-08,2.11899995803833
2024-04-09,2.1600000858306885
2024-04-10,2.0999999046325684
2024-04-11,2.0799999237060547
2024-04-12,2.069999933242798
2024-04-15,2.009999990463257
2024-04-16,1.8200000524520874
2024-04-17,1.7899999618530273
2024-04-18,1.840000033378601
2024-04-19,1.7799999713897705
2024-04-22,1.7799999713897705
2024-04-23,1.840000033378601
2024-04-24,1.8300000429153442
2024-04-25,1.8700000047683716
2024-04-26,1.7949999570846558
2024-04-29,1.8200000524520874
2024-04-30,1.7799999713897705
2024-05-01,1.784999966621399
2024-05-02,1.8300000429153442
2024-05-03,1.899999976158142
2024-05-06,1.9299999475479126
2024-05-07,2.0399999618530273
2024-05-08,2.0789999961853027
2024-05-09,2.109999895095825
2024-05-10,2.0999999046325684
2024-05-13,2.049999952316284
2024-05-14,2.065000057220459
2024-05-15,2.109999895095825
2024-05-16,2.0999999046325684
2024-05-17,2.0350000858306885
2024-05-20,2.0199999809265137
2024-05-21,2.0
2024-05-22,1.9900000095367432
2024-05-23,1.9199999570846558
2024-05-24,1.909999966621399
2024-05-28,1.9279999732971191
2024-05-29,1.8600000143051147
2024-05-30,1.940000057220459
2024-05-31,1.9700000286102295
2024-06-03,1.909999966621399
2024-06-04,1.9299999475479126
2024-06-05,1.850000023841858
2024-06-06,1.850000023841858
2024-06-07,2.0399999618530273
2024-06-10,2.190000057220459
2024-06-11,2.059999942779541
2024-06-12,2.115000009536743
2024-06-13,2.049999952316284
2024-06-14,1.899999976158142
2024-06-17,1.8899999856948853
2024-06-18,1.9199999570846558
2024-06-20,1.8849999904632568
2024-06-21,2.0199999809265137
2024-06-24,2.0299999713897705
2024-06-25,2.0
2024-06-26,1.8899999856948853
2024-06-27,1.8799999952316284
2024-06-28,1.8600000143051147
2024-07-01,1.8799999952316284
2024-07-02,1.8049999475479126
2024-07-03,1.8200000524520874
2024-07-05,1.840000033378601
2024-07-08,1.8700000047683716
2024-07-09,1.840000033378601
2024-07-10,1.7799999713897705
2024-07-11,1.9700000286102295
2024-07-12,2.059999942779541
2024-07-15,2.1700000762939453
2024-07-16,2.2300000190734863
2024-07-17,2.390000104904175
2024-07-18,2.390000104904175
2024-07-19,2.240000009536743
2024-07-22,2.319999933242798
2024-07-23,2.4100000858306885
2024-07-24,2.4100000858306885
2024-07-25,2.4100000858306885
2024-07-26,2.5199999809265137
2024-07-29,2.5
2024-07-30,2.5199999809265137
2024-07-31,2.630000114440918
2024-08-01,2.5299999713897705
2024-08-02,2.2090001106262207
2024-08-05,2.059999942779541
2024-08-06,2.115000009536743
2024-08-07,2.134999990463257
2024-08-08,2.1600000858306885
2024-08-09,2.180000066757202
2024-08-12,2.1600000858306885
2024-08-13,2.1500000953674316
2024-08-14,2.1500000953674316
2024-08-15,2.190000057220459
2024-08-16,2.5799999237060547
2024-08-19,2.8399999141693115
2024-08-20,2.890000104904175
2024-08-21,2.799999952316284
2024-08-22,2.7699999809265137
2024-08-23,2.759999990463257
2024-08-26,2.799999952316284
2024-08-27,2.740000009536743
2024-08-28,2.640000104904175
2024-08-29,2.805000066757202
2024-08-30,2.809999942779541
2024-09-03,2.6649999618530273
2024-09-04,2.559999942779541
2024-09-05,2.5260000228881836
2024-09-06,2.319999933242798
2024-09-09,2.009999990463257
2024-09-10,1.9299999475479126
2024-09-11,2.015000104904175
2024-09-12,2.0899999141693115
2024-09-13,2.1600000858306885
2024-09-16,2.178999900817871
2024-09-17,2.190000057220459
2024-09-18,2.190000057220459
2024-09-19,2.180000066757202
2024-09-20,2.109999895095825
2024-09-23,2.109999895095825
2024-09-24,2.1050000190734863
2024-09-25,2.2200000286102295
2024-09-26,2.255000114440918
2024-09-27,2.3399999141693115
2024-09-30,2.2799999713897705
2024-10-01,2.2699999809265137
2024-10-02,2.2699999809265137
2024-10-03,2.265000104904175
2024-10-04,2.2899999618530273
2024-10-07,2.259999990463257
2024-10-08,2.259999990463257
2024-10-09,2.1549999713897705
2024-10-10,2.119999885559082
2024-10-11,2.2799999713897705
2024-10-14,2.359999895095825
2024-10-15,2.3350000381469727
2024-10-16,2.359999895095825
2024-10-17,2.380000114440918
2024-10-18,2.3499999046325684
2024-10-21,2.3399999141693115
2024-10-22,2.3299999237060547
2024-10-23,2.319000005722046
2024-10-24,2.3949999809265137
2024-10-25,2.380000114440918
2024-10-28,2.380000114440918
2024-10-29,2.4000000953674316
2024-10-30,2.4600000381469727
2024-10-31,2.380000114440918
2024-11-01,2.299999952316284
2024-11-04,2.319999933242798
2024-11-05,2.319999933242798
2024-11-06,2.5
2024-11-07,2.569999933242798
2024-11-08,2.559999942779541
2024-11-11,2.630000114440918
2024-11-12,2.6600000858306885
2024-11-13,3.190000057220459
2024-11-14,3.299999952316284
2024-11-15,3.0399999618530273
2024-11-18,3.0899999141693115
2024-11-19,3.190000057220459
2024-11-20,3.240000009536743
2024-11-21,3.4100000858306885
2024-11-22,3.5399999618530273
2024-11-25,3.8399999141693115
2024-11-26,3.890000104904175
2024-11-27,3.8499999046325684
2024-11-29,4.005000114440918
2024-12-02,4.590000152587891
2024-12-03,4.989999771118164
2024-12-04,4.53000020980835
2024-12-05,4.150000095367432
2024-12-06,4.300000190734863
2024-12-09,4.5
2024-12-10,3.9590001106262207
2024-12-11,3.9779999256134033
2024-12-12,4.099999904632568
2024-12-13,4.065000057220459
2024-12-16,4.400000095367432
2024-12-17,4.289999961853027
2024-12-18,4.349999904632568
2024-12-19,3.990000009536743
2024-12-20,4.199999809265137
2024-12-23,4.079999923706055
2024-12-24,4.139999866485596
2024-12-26,4.675000190734863
2024-12-27,4.599999904632568
2024-12-30,4.289999961853027
2024-12-31,4.28000020980835
