Date,volume
2012-11-05,0
2012-11-06,0
2012-11-07,0
2012-11-08,0
2012-11-09,0
2012-11-12,0
2012-11-13,0
2012-11-14,0
2012-11-15,0
2012-11-16,0
2012-11-19,0
2012-11-20,0
2012-11-21,2560
2012-11-23,0
2012-11-26,0
2012-11-27,420
2012-11-28,0
2012-11-29,0
2012-11-30,40
2012-12-03,0
2012-12-04,0
2012-12-05,0
2012-12-06,0
2012-12-07,0
2012-12-10,0
2012-12-11,0
2012-12-12,0
2012-12-13,0
2012-12-14,0
2012-12-17,0
2012-12-18,40
2012-12-19,0
2012-12-20,0
2012-12-21,0
2012-12-24,0
2012-12-26,0
2012-12-27,0
2012-12-28,0
2012-12-31,0
2013-01-02,0
2013-01-03,0
2013-01-04,0
2013-01-07,40
2013-01-08,0
2013-01-09,0
2013-01-10,0
2013-01-11,0
2013-01-14,0
2013-01-15,600
2013-01-16,1240
2013-01-17,0
2013-01-18,0
2013-01-22,0
2013-01-23,24460
2013-01-24,0
2013-01-25,40
2013-01-28,120
2013-01-29,60
2013-01-30,0
2013-01-31,40
2013-02-01,0
2013-02-04,0
2013-02-05,300
2013-02-06,100
2013-02-07,0
2013-02-08,0
2013-02-11,140
2013-02-12,0
2013-02-13,260
2013-02-14,0
2013-02-15,0
2013-02-19,2000
2013-02-20,100
2013-02-21,40
2013-02-22,0
2013-02-25,80
2013-02-26,260
2013-02-27,100
2013-02-28,0
2013-03-01,100
2013-03-04,220
2013-03-05,160
2013-03-06,180
2013-03-07,0
2013-03-08,80
2013-03-11,100
2013-03-12,120
2013-03-13,220
2013-03-14,60
2013-03-15,0
2013-03-18,0
2013-03-19,100
2013-03-20,160
2013-03-21,80
2013-03-22,60
2013-03-25,160
2013-03-26,100
2013-03-27,60
2013-03-28,20
2013-04-01,180
2013-04-02,120
2013-04-03,0
2013-04-04,0
2013-04-05,0
2013-04-08,40
2013-04-09,80
2013-04-10,100
2013-04-11,40
2013-04-12,100
2013-04-15,0
2013-04-16,60
2013-04-17,0
2013-04-18,0
2013-04-19,60
2013-04-22,0
2013-04-23,100
2013-04-24,40
2013-04-25,140
2013-04-26,0
2013-04-29,9260
2013-04-30,60
2013-05-01,140
2013-05-02,0
2013-05-03,0
2013-05-06,0
2013-05-07,100
2013-05-08,140
2013-05-09,340
2013-05-10,100
2013-05-13,0
2013-05-14,100
2013-05-15,40
2013-05-16,0
2013-05-17,40
2013-05-20,0
2013-05-21,60
2013-05-22,0
2013-05-23,60
2013-05-24,0
2013-05-28,40
2013-05-29,0
2013-05-30,40
2013-05-31,100
2013-06-03,0
2013-06-04,120
2013-06-05,0
2013-06-06,40
2013-06-07,0
2013-06-10,40
2013-06-11,0
2013-06-12,40
2013-06-13,0
2013-06-14,0
2013-06-17,0
2013-06-18,0
2013-06-19,0
2013-06-20,60
2013-06-21,0
2013-06-24,40
2013-06-25,40
2013-06-26,0
2013-06-27,0
2013-06-28,2340
2013-07-01,1340
2013-07-02,180
2013-07-03,0
2013-07-05,0
2013-07-08,0
2013-07-09,0
2013-07-10,0
2013-07-11,100
2013-07-12,0
2013-07-15,0
2013-07-16,60
2013-07-17,40
2013-07-18,0
2013-07-19,0
2013-07-22,0
2013-07-23,40
2013-07-24,0
2013-07-25,40
2013-07-26,0
2013-07-29,900
2013-07-30,0
2013-07-31,5480
2013-08-01,0
2013-08-02,0
2013-08-05,20
2013-08-06,0
2013-08-07,0
2013-08-08,60
2013-08-09,0
2013-08-12,0
2013-08-13,0
2013-08-14,20
2013-08-15,0
2013-08-16,0
2013-08-19,20
2013-08-20,1240
2013-08-21,60
2013-08-22,0
2013-08-23,0
2013-08-26,0
2013-08-27,0
2013-08-28,140
2013-08-29,120
2013-08-30,60
2013-09-03,40
2013-09-04,0
2013-09-05,0
2013-09-06,80
2013-09-09,40
2013-09-10,0
2013-09-11,460
2013-09-12,0
2013-09-13,0
2013-09-16,0
2013-09-17,100
2013-09-18,0
2013-09-19,20
2013-09-20,20
2013-09-23,0
2013-09-24,540
2013-09-25,0
2013-09-26,0
2013-09-27,0
2013-09-30,140
2013-10-01,40
2013-10-02,20
2013-10-03,100
2013-10-04,20
2013-10-07,0
2013-10-08,100
2013-10-09,0
2013-10-10,320
2013-10-11,0
2013-10-14,0
2013-10-15,0
2013-10-16,20
2013-10-17,60
2013-10-18,60
2013-10-21,3020
2013-10-22,0
2013-10-23,0
2013-10-24,100
2013-10-25,160
2013-10-28,140
2013-10-29,80
2013-10-30,4040
2013-10-31,0
2013-11-01,0
2013-11-04,0
2013-11-05,4180
2013-11-06,4100
2013-11-07,60
2013-11-08,1060
2013-11-11,0
2013-11-12,120
2013-11-13,20
2013-11-14,0
2013-11-15,0
2013-11-18,180
2013-11-19,20
2013-11-20,160
2013-11-21,0
2013-11-22,100
2013-11-25,140
2013-11-26,200
2013-11-27,0
2013-11-29,60
2013-12-02,40
2013-12-03,0
2013-12-04,40
2013-12-05,0
2013-12-06,40
2013-12-09,60
2013-12-10,0
2013-12-11,40
2013-12-12,0
2013-12-13,240
2013-12-16,140
2013-12-17,260
2013-12-18,40
2013-12-19,200
2013-12-20,40
2013-12-23,200
2013-12-24,0
2013-12-26,80
2013-12-27,0
2013-12-30,900
2013-12-31,0
2014-01-02,120
2014-01-03,80
2014-01-06,0
2014-01-07,360
2014-01-08,60
2014-01-09,860
2014-01-10,120
2014-01-13,0
2014-01-14,40
2014-01-15,0
2014-01-16,300
2014-01-17,200
2014-01-21,0
2014-01-22,40
2014-01-23,220
2014-01-24,0
2014-01-27,0
2014-01-28,80
2014-01-29,420
2014-01-30,200
2014-01-31,60
2014-02-03,0
2014-02-04,0
2014-02-05,160
2014-02-06,0
2014-02-07,360
2014-02-10,40
2014-02-11,0
2014-02-12,160
2014-02-13,0
2014-02-14,0
2014-02-18,0
2014-02-19,0
2014-02-20,240
2014-02-21,340
2014-02-24,0
2014-02-25,0
2014-02-26,0
2014-02-27,0
2014-02-28,0
2014-03-03,0
2014-03-04,80
2014-03-05,0
2014-03-06,0
2014-03-07,40
2014-03-10,0
2014-03-11,0
2014-03-12,0
2014-03-13,0
2014-03-14,0
2014-03-17,0
2014-03-18,0
2014-03-19,0
2014-03-20,0
2014-03-21,0
2014-03-24,0
2014-03-25,0
2014-03-26,0
2014-03-27,0
2014-03-28,0
2014-03-31,0
2014-04-01,0
2014-04-02,0
2014-04-03,0
2014-04-04,200
2014-04-07,0
2014-04-08,0
2014-04-09,0
2014-04-10,0
2014-04-11,0
2014-04-14,0
2014-04-15,0
2014-04-16,0
2014-04-17,0
2014-04-21,0
2014-04-22,6000
2014-04-23,0
2014-04-24,0
2014-04-25,0
2014-04-28,0
2014-04-29,0
2014-04-30,0
2014-05-01,0
2014-05-02,0
2014-05-05,0
2014-05-06,40
2014-05-07,0
2014-05-08,0
2014-05-09,0
2014-05-12,0
2014-05-13,0
2014-05-14,300
2014-05-15,0
2014-05-16,80
2014-05-19,0
2014-05-20,0
2014-05-21,0
2014-05-22,0
2014-05-23,0
2014-05-27,0
2014-05-28,0
2014-05-29,0
2014-05-30,0
2014-06-02,0
2014-06-03,0
2014-06-04,0
2014-06-05,0
2014-06-06,0
2014-06-09,0
2014-06-10,0
2014-06-11,0
2014-06-12,0
2014-06-13,0
2014-06-16,0
2014-06-17,0
2014-06-18,0
2014-06-19,0
2014-06-20,0
2014-06-23,40
2014-06-24,0
2014-06-25,0
2014-06-26,0
2014-06-27,0
2014-06-30,0
2014-07-01,0
2014-07-02,0
2014-07-03,0
2014-07-07,0
2014-07-08,0
2014-07-09,0
2014-07-10,0
2014-07-11,0
2014-07-14,100
2014-07-15,0
2014-07-16,0
2014-07-17,820
2014-07-18,0
2014-07-21,0
2014-07-22,0
2014-07-23,0
2014-07-24,0
2014-07-25,0
2014-07-28,0
2014-07-29,0
2014-07-30,0
2014-07-31,0
2014-08-01,0
2014-08-04,0
2014-08-05,0
2014-08-06,0
2014-08-07,0
2014-08-08,0
2014-08-11,0
2014-08-12,0
2014-08-13,0
2014-08-14,0
2014-08-15,0
2014-08-18,0
2014-08-19,0
2014-08-20,0
2014-08-21,0
2014-08-22,0
2014-08-25,0
2014-08-26,0
2014-08-27,0
2014-08-28,0
2014-08-29,0
2014-09-02,0
2014-09-03,0
2014-09-04,0
2014-09-05,0
2014-09-08,40
2014-09-09,0
2014-09-10,0
2014-09-11,0
2014-09-12,0
2014-09-15,0
2014-09-16,0
2014-09-17,0
2014-09-18,0
2014-09-19,0
2014-09-22,0
2014-09-23,0
2014-09-24,0
2014-09-25,0
2014-09-26,0
2014-09-29,0
2014-09-30,0
2014-10-01,0
2014-10-02,0
2014-10-03,0
2014-10-06,0
2014-10-07,0
2014-10-08,0
2014-10-09,60
2014-10-10,0
2014-10-13,0
2014-10-14,0
2014-10-15,0
2014-10-16,0
2014-10-17,0
2014-10-20,0
2014-10-21,0
2014-10-22,0
2014-10-23,0
2014-10-24,0
2014-10-27,0
2014-10-28,0
2014-10-29,0
2014-10-30,0
2014-10-31,0
2014-11-03,0
2014-11-04,0
2014-11-05,40
2014-11-06,300
2014-11-07,0
2014-11-10,0
2014-11-11,120
2014-11-12,0
2014-11-13,0
2014-11-14,0
2014-11-17,0
2014-11-18,0
2014-11-19,0
2014-11-20,0
2014-11-21,0
2014-11-24,0
2014-11-25,0
2014-11-26,0
2014-11-28,0
2014-12-01,0
2014-12-02,0
2014-12-03,0
2014-12-04,0
2014-12-05,0
2014-12-08,0
2014-12-09,0
2014-12-10,60
2014-12-11,0
2014-12-12,0
2014-12-15,0
2014-12-16,0
2014-12-17,60
2014-12-18,0
2014-12-19,0
2014-12-22,0
2014-12-23,0
2014-12-24,0
2014-12-26,0
2014-12-29,60
2014-12-30,0
2014-12-31,0
2015-01-02,0
2015-01-05,0
2015-01-06,0
2015-01-07,160
2015-01-08,0
2015-01-09,0
2015-01-12,0
2015-01-13,0
2015-01-14,0
2015-01-15,0
2015-01-16,0
2015-01-20,0
2015-01-21,0
2015-01-22,0
2015-01-23,0
2015-01-26,0
2015-01-27,0
2015-01-28,620
2015-01-29,260
2015-01-30,0
2015-02-02,0
2015-02-03,0
2015-02-04,40
2015-02-05,0
2015-02-06,0
2015-02-09,40
2015-02-10,20
2015-02-11,0
2015-02-12,0
2015-02-13,0
2015-02-17,0
2015-02-18,0
2015-02-19,0
2015-02-20,0
2015-02-23,0
2015-02-24,0
2015-02-25,0
2015-02-26,0
2015-02-27,0
2015-03-02,0
2015-03-03,0
2015-03-04,0
2015-03-05,0
2015-03-06,0
2015-03-09,0
2015-03-10,0
2015-03-11,0
2015-03-12,0
2015-03-13,0
2015-03-16,0
2015-03-17,60
2015-03-18,0
2015-03-19,0
2015-03-20,0
2015-03-23,0
2015-03-24,0
2015-03-25,0
2015-03-26,0
2015-03-27,0
2015-03-30,0
2015-03-31,20
2015-04-01,0
2015-04-02,0
2015-04-06,0
2015-04-07,0
2015-04-08,0
2015-04-09,0
2015-04-10,0
2015-04-13,0
2015-04-14,0
2015-04-15,0
2015-04-16,0
2015-04-17,0
2015-04-20,0
2015-04-21,0
2015-04-22,0
2015-04-23,0
2015-04-24,0
2015-04-27,0
2015-04-28,0
2015-04-29,0
2015-04-30,0
2015-05-01,0
2015-05-04,0
2015-05-05,0
2015-05-06,0
2015-05-07,260
2015-05-08,100
2015-05-11,0
2015-05-12,0
2015-05-13,0
2015-05-14,0
2015-05-15,0
2015-05-18,0
2015-05-19,0
2015-05-20,0
2015-05-21,0
2015-05-22,0
2015-05-26,0
2015-05-27,0
2015-05-28,0
2015-05-29,0
2015-06-01,0
2015-06-02,0
2015-06-03,0
2015-06-04,0
2015-06-05,0
2015-06-08,0
2015-06-09,0
2015-06-10,0
2015-06-11,0
2015-06-12,0
2015-06-15,0
2015-06-16,0
2015-06-17,0
2015-06-18,0
2015-06-19,0
2015-06-22,0
2015-06-23,0
2015-06-24,0
2015-06-25,0
2015-06-26,0
2015-06-29,0
2015-06-30,0
2015-07-01,0
2015-07-02,0
2015-07-06,0
2015-07-07,0
2015-07-08,0
2015-07-09,0
2015-07-10,0
2015-07-13,0
2015-07-14,0
2015-07-15,0
2015-07-16,0
2015-07-17,0
2015-07-20,0
2015-07-21,0
2015-07-22,360
2015-07-23,0
2015-07-24,0
2015-07-27,0
2015-07-28,200
2015-07-29,0
2015-07-30,0
2015-07-31,0
2015-08-03,200
2015-08-04,0
2015-08-05,0
2015-08-06,0
2015-08-07,0
2015-08-10,0
2015-08-11,0
2015-08-12,0
2015-08-13,0
2015-08-14,0
2015-08-17,0
2015-08-18,0
2015-08-19,0
2015-08-20,0
2015-08-21,0
2015-08-24,0
2015-08-25,0
2015-08-26,400
2015-08-27,1820
2015-08-28,0
2015-08-31,0
2015-09-01,0
2015-09-02,0
2015-09-03,0
2015-09-04,0
2015-09-08,0
2015-09-09,0
2015-09-10,0
2015-09-11,0
2015-09-14,0
2015-09-15,0
2015-09-16,0
2015-09-17,0
2015-09-18,620
2015-09-21,0
2015-09-22,0
2015-09-23,0
2015-09-24,0
2015-09-25,0
2015-09-28,0
2015-09-29,0
2015-09-30,0
2015-10-01,0
2015-10-02,0
2015-10-05,0
2015-10-06,0
2015-10-07,0
2015-10-08,0
2015-10-09,0
2015-10-12,0
2015-10-13,0
2015-10-14,0
2015-10-15,120
2015-10-16,0
2015-10-19,0
2015-10-20,0
2015-10-21,0
2015-10-22,0
2015-10-23,0
2015-10-26,0
2015-10-27,0
2015-10-28,0
2015-10-29,0
2015-10-30,0
2015-11-02,0
2015-11-03,0
2015-11-04,0
2015-11-05,20
2015-11-06,0
2015-11-09,0
2015-11-10,0
2015-11-11,0
2015-11-12,20
2015-11-13,0
2015-11-16,0
2015-11-17,0
2015-11-18,0
2015-11-19,0
2015-11-20,0
2015-11-23,0
2015-11-24,0
2015-11-25,0
2015-11-27,0
2015-11-30,0
2015-12-01,0
2015-12-02,0
2015-12-03,0
2015-12-04,0
2015-12-07,0
2015-12-08,0
2015-12-09,200
2015-12-10,0
2015-12-11,0
2015-12-14,0
2015-12-15,0
2015-12-16,0
2015-12-17,0
2015-12-18,0
2015-12-21,260
2015-12-22,60
2015-12-23,2080
2015-12-24,0
2015-12-28,0
2015-12-29,0
2015-12-30,0
2015-12-31,120
2016-01-04,0
2016-01-05,7360
2016-01-06,0
2016-01-07,0
2016-01-08,0
2016-01-11,100
2016-01-12,60
2016-01-13,0
2016-01-14,0
2016-01-15,0
2016-01-19,0
2016-01-20,0
2016-01-21,0
2016-01-22,0
2016-01-25,0
2016-01-26,0
2016-01-27,0
2016-01-28,0
2016-01-29,0
2016-02-01,0
2016-02-02,0
2016-02-03,0
2016-02-04,0
2016-02-05,0
2016-02-08,0
2016-02-09,0
2016-02-10,0
2016-02-11,0
2016-02-12,0
2016-02-16,0
2016-02-17,1000
2016-02-18,0
2016-02-19,0
2016-02-22,0
2016-02-23,0
2016-02-24,0
2016-02-25,0
2016-02-26,0
2016-02-29,0
2016-03-01,0
2016-03-02,0
2016-03-03,0
2016-03-04,0
2016-03-07,0
2016-03-08,0
2016-03-09,1080
2016-03-10,6000
2016-03-11,0
2016-03-14,0
2016-03-15,0
2016-03-16,0
2016-03-17,0
2016-03-18,0
2016-03-21,0
2016-03-22,0
2016-03-23,0
2016-03-24,0
2016-03-28,0
2016-03-29,0
2016-03-30,0
2016-03-31,0
2016-04-01,0
2016-04-04,0
2016-04-05,0
2016-04-06,0
2016-04-07,80
2016-04-08,0
2016-04-11,360
2016-04-12,0
2016-04-13,0
2016-04-14,0
2016-04-15,0
2016-04-18,0
2016-04-19,2000
2016-04-20,0
2016-04-21,0
2016-04-22,0
2016-04-25,0
2016-04-26,0
2016-04-27,0
2016-04-28,880
2016-04-29,0
2016-05-02,0
2016-05-03,1400
2016-05-04,7200
2016-05-05,0
2016-05-06,0
2016-05-09,0
2016-05-10,0
2016-05-11,0
2016-05-12,0
2016-05-13,0
2016-05-16,0
2016-05-17,0
2016-05-18,0
2016-05-19,0
2016-05-20,0
2016-05-23,0
2016-05-24,0
2016-05-25,0
2016-05-26,0
2016-05-27,0
2016-05-31,0
2016-06-01,0
2016-06-02,0
2016-06-03,0
2016-06-06,0
2016-06-07,260
2016-06-08,0
2016-06-09,40
2016-06-10,0
2016-06-13,0
2016-06-14,0
2016-06-15,0
2016-06-16,0
2016-06-17,0
2016-06-20,0
2016-06-21,0
2016-06-22,0
2016-06-23,0
2016-06-24,0
2016-06-27,0
2016-06-28,0
2016-06-29,0
2016-06-30,0
2016-07-01,40
2016-07-05,0
2016-07-06,0
2016-07-07,0
2016-07-08,0
2016-07-11,0
2016-07-12,0
2016-07-13,0
2016-07-14,0
2016-07-15,0
2016-07-18,0
2016-07-19,0
2016-07-20,0
2016-07-21,0
2016-07-22,0
2016-07-25,0
2016-07-26,0
2016-07-27,0
2016-07-28,1820
2016-07-29,0
2016-08-01,0
2016-08-02,0
2016-08-03,0
2016-08-04,0
2016-08-05,0
2016-08-08,0
2016-08-09,0
2016-08-10,0
2016-08-11,0
2016-08-12,0
2016-08-15,0
2016-08-16,0
2016-08-17,140
2016-08-18,0
2016-08-19,0
2016-08-22,0
2016-08-23,0
2016-08-24,0
2016-08-25,0
2016-08-26,0
2016-08-29,0
2016-08-30,0
2016-08-31,0
2016-09-01,0
2016-09-02,0
2016-09-06,0
2016-09-07,0
2016-09-08,0
2016-09-09,0
2016-09-12,0
2016-09-13,0
2016-09-14,0
2016-09-15,0
2016-09-16,0
2016-09-19,0
2016-09-20,0
2016-09-21,0
2016-09-22,0
2016-09-23,0
2016-09-26,0
2016-09-27,0
2016-09-28,0
2016-09-29,0
2016-09-30,0
2016-10-03,0
2016-10-04,0
2016-10-05,3000
2016-10-06,5000
2016-10-07,0
2016-10-10,0
2016-10-11,0
2016-10-12,0
2016-10-13,0
2016-10-14,2000
2016-10-17,2000
2016-10-18,0
2016-10-19,0
2016-10-20,0
2016-10-21,0
2016-10-24,0
2016-10-25,0
2016-10-26,0
2016-10-27,0
2016-10-28,0
2016-10-31,0
2016-11-01,0
2016-11-02,0
2016-11-03,0
2016-11-04,0
2016-11-07,0
2016-11-08,0
2016-11-09,0
2016-11-10,0
2016-11-11,0
2016-11-14,0
2016-11-15,0
2016-11-16,0
2016-11-17,0
2016-11-18,0
2016-11-21,0
2016-11-22,0
2016-11-23,0
2016-11-25,0
2016-11-28,0
2016-11-29,0
2016-11-30,0
2016-12-01,0
2016-12-02,0
2016-12-05,0
2016-12-06,0
2016-12-07,0
2016-12-08,0
2016-12-09,40
2016-12-12,0
2016-12-13,20
2016-12-14,1280
2016-12-15,0
2016-12-16,0
2016-12-19,0
2016-12-20,0
2016-12-21,0
2016-12-22,0
2016-12-23,0
2016-12-27,0
2016-12-28,0
2016-12-29,0
2016-12-30,0
2017-01-03,0
2017-01-04,0
2017-01-05,0
2017-01-06,0
2017-01-09,0
2017-01-10,0
2017-01-11,0
2017-01-12,0
2017-01-13,0
2017-01-17,0
2017-01-18,0
2017-01-19,0
2017-01-20,0
2017-01-23,0
2017-01-24,0
2017-01-25,0
2017-01-26,0
2017-01-27,0
2017-01-30,0
2017-01-31,0
2017-02-01,0
2017-02-02,0
2017-02-03,0
2017-02-06,0
2017-02-07,0
2017-02-08,0
2017-02-09,0
2017-02-10,0
2017-02-13,0
2017-02-14,0
2017-02-15,0
2017-02-16,0
2017-02-17,0
2017-02-21,0
2017-02-22,0
2017-02-23,0
2017-02-24,0
2017-02-27,0
2017-02-28,0
2017-03-01,0
2017-03-02,0
2017-03-03,0
2017-03-06,0
2017-03-07,20
2017-03-08,0
2017-03-09,180
2017-03-10,0
2017-03-13,0
2017-03-14,0
2017-03-15,0
2017-03-16,340
2017-03-17,0
2017-03-20,0
2017-03-21,40
2017-03-22,1000
2017-03-23,0
2017-03-24,1000
2017-03-27,80
2017-03-28,0
2017-03-29,0
2017-03-30,1000
2017-03-31,0
2017-04-03,0
2017-04-04,0
2017-04-05,0
2017-04-06,280
2017-04-07,360
2017-04-10,0
2017-04-11,0
2017-04-12,0
2017-04-13,0
2017-04-17,0
2017-04-18,0
2017-04-19,0
2017-04-20,0
2017-04-21,0
2017-04-24,0
2017-04-25,0
2017-04-26,140
2017-04-27,0
2017-04-28,80
2017-05-01,0
2017-05-02,1000
2017-05-03,0
2017-05-04,0
2017-05-05,0
2017-05-08,0
2017-05-09,0
2017-05-10,20
2017-05-11,0
2017-05-12,0
2017-05-15,0
2017-05-16,0
2017-05-17,0
2017-05-18,440
2017-05-19,0
2017-05-22,0
2017-05-23,2000
2017-05-24,0
2017-05-25,0
2017-05-26,0
2017-05-30,0
2017-05-31,0
2017-06-01,4020
2017-06-02,20
2017-06-05,0
2017-06-06,0
2017-06-07,200
2017-06-08,960
2017-06-09,0
2017-06-12,0
2017-06-13,1040
2017-06-14,0
2017-06-15,40
2017-06-16,0
2017-06-19,0
2017-06-20,0
2017-06-21,0
2017-06-22,0
2017-06-23,0
2017-06-26,0
2017-06-27,0
2017-06-28,0
2017-06-29,2780
2017-06-30,6180
2017-07-03,0
2017-07-05,0
2017-07-06,0
2017-07-07,0
2017-07-10,0
2017-07-11,0
2017-07-12,0
2017-07-13,20
2017-07-14,0
2017-07-17,0
2017-07-18,0
2017-07-19,0
2017-07-20,0
2017-07-21,0
2017-07-24,0
2017-07-25,0
2017-07-26,0
2017-07-27,420
2017-07-28,0
2017-07-31,0
2017-08-01,0
2017-08-02,0
2017-08-03,0
2017-08-04,0
2017-08-07,0
2017-08-08,0
2017-08-09,0
2017-08-10,0
2017-08-11,0
2017-08-14,0
2017-08-15,0
2017-08-16,0
2017-08-17,0
2017-08-18,120
2017-08-21,20
2017-08-22,8400
2017-08-23,0
2017-08-24,0
2017-08-25,0
2017-08-28,0
2017-08-29,0
2017-08-30,0
2017-08-31,0
2017-09-01,0
2017-09-05,0
2017-09-06,0
2017-09-07,0
2017-09-08,0
2017-09-11,0
2017-09-12,0
2017-09-13,0
2017-09-14,0
2017-09-15,0
2017-09-18,0
2017-09-19,0
2017-09-20,0
2017-09-21,0
2017-09-22,0
2017-09-25,0
2017-09-26,0
2017-09-27,6640
2017-09-28,0
2017-09-29,0
2017-10-02,0
2017-10-03,2000
2017-10-04,0
2017-10-05,0
2017-10-06,2000
2017-10-09,2000
2017-10-10,2000
2017-10-11,2000
2017-10-12,0
2017-10-13,2000
2017-10-16,0
2017-10-17,2000
2017-10-18,0
2017-10-19,0
2017-10-20,0
2017-10-23,0
2017-10-24,0
2017-10-25,0
2017-10-26,0
2017-10-27,0
2017-10-30,0
2017-10-31,0
2017-11-01,0
2017-11-02,0
2017-11-03,0
2017-11-06,0
2017-11-07,0
2017-11-08,0
2017-11-09,0
2017-11-10,0
2017-11-13,0
2017-11-14,0
2017-11-15,0
2017-11-16,200
2017-11-17,0
2017-11-20,0
2017-11-21,0
2017-11-22,520
2017-11-24,0
2017-11-27,0
2017-11-28,0
2017-11-29,300
2017-11-30,0
2017-12-01,0
2017-12-04,0
2017-12-05,0
2017-12-06,0
2017-12-07,1140
2017-12-08,0
2017-12-11,0
2017-12-12,0
2017-12-13,0
2017-12-14,0
2017-12-15,0
2017-12-18,0
2017-12-19,0
2017-12-20,0
2017-12-21,0
2017-12-22,0
2017-12-26,4500
2017-12-27,0
2017-12-28,0
2017-12-29,0
2018-01-02,0
2018-01-03,0
2018-01-04,0
2018-01-05,0
2018-01-08,0
2018-01-09,0
2018-01-10,0
2018-01-11,0
2018-01-12,0
2018-01-16,0
2018-01-17,100
2018-01-18,0
2018-01-19,0
2018-01-22,0
2018-01-23,20
2018-01-24,1780
2018-01-25,0
2018-01-26,0
2018-01-29,0
2018-01-30,0
2018-01-31,0
2018-02-01,0
2018-02-02,0
2018-02-05,0
2018-02-06,0
2018-02-07,0
2018-02-08,0
2018-02-09,0
2018-02-12,0
2018-02-13,2040
2018-02-14,0
2018-02-15,500
2018-02-16,40
2018-02-20,0
2018-02-21,0
2018-02-22,0
2018-02-23,1980
2018-02-26,0
2018-02-27,0
2018-02-28,0
2018-03-01,0
2018-03-02,20
2018-03-05,0
2018-03-06,0
2018-03-07,0
2018-03-08,0
2018-03-09,0
2018-03-12,0
2018-03-13,0
2018-03-14,0
2018-03-15,0
2018-03-16,2980
2018-03-19,0
2018-03-20,0
2018-03-21,0
2018-03-22,0
2018-03-23,600
2018-03-26,0
2018-03-27,0
2018-03-28,40
2018-03-29,0
2018-04-02,0
2018-04-03,0
2018-04-04,0
2018-04-05,0
2018-04-06,20
2018-04-09,0
2018-04-10,11920
2018-04-11,0
2018-04-12,0
2018-04-13,0
2018-04-16,0
2018-04-17,32040
2018-04-18,20
2018-04-19,0
2018-04-20,0
2018-04-23,0
2018-04-24,0
2018-04-25,0
2018-04-26,0
2018-04-27,0
2018-04-30,0
2018-05-01,40
2018-05-02,0
2018-05-03,0
2018-05-04,0
2018-05-07,0
2018-05-08,0
2018-05-09,26020
2018-05-10,0
2018-05-11,10000
2018-05-14,0
2018-05-15,0
2018-05-16,0
2018-05-17,0
2018-05-18,0
2018-05-21,0
2018-05-22,0
2018-05-23,0
2018-05-24,0
2018-05-25,0
2018-05-29,0
2018-05-30,0
2018-05-31,0
2018-06-01,0
2018-06-04,0
2018-06-05,0
2018-06-06,0
2018-06-07,80
2018-06-08,0
2018-06-11,0
2018-06-12,0
2018-06-13,6360
2018-06-14,0
2018-06-15,20
2018-06-18,0
2018-06-19,80
2018-06-20,0
2018-06-21,0
2018-06-22,0
2018-06-25,0
2018-06-26,0
2018-06-27,100
2018-06-28,80
2018-06-29,0
2018-07-02,0
2018-07-03,180
2018-07-05,140
2018-07-06,20
2018-07-09,0
